author_id,author_name
708,Carolee Brockmann
29488,Carolina Courtney
68001,Carolina Garcia Aguilera
22878,Carolina Garcia-Aguilera
34333,Carolina M. De Jesus
8302,Carolina Maria De Jesus
22547,Caroline Adams Miller
53943,Caroline Aldred
18677,Caroline Alexander
22854,Caroline Anderson
73567,Caroline Arnett
3615,Caroline Arnold
52825,Caroline Astrop
76217,Caroline B Cooney
2725,Caroline B. Cooney
22665,Caroline Bancroft
61770,Caroline Bingham
20174,Caroline Bird
58829,Caroline Blackwood
17146,Caroline Bourne
29453,Caroline Bridgwood
49131,Caroline Brooks
62790,Caroline Brownlow
78981,Caroline Buck
95442,Caroline Bugler
6280,Caroline Burnes
15069,Caroline Carver
36681,Caroline Clemmons
59648,Caroline Clifton-Mogg
37393,Caroline Cooney
78948,Caroline Cossey
28462,Caroline Cotinaud
27852,Caroline Courtney
76143,Caroline Cousins
48014,Caroline Crane
8392,Caroline Cross
98335,Caroline Elizabeth Myers
14198,Caroline Farr
40513,Caroline Feller Bauer
75991,Caroline Foley
55831,Caroline Gayet
60447,Caroline Gipps
66751,Caroline Goodfellow
3061,Caroline Gordon
5552,Caroline Graham
33495,Caroline Gray
77042,Caroline Greenland
79129,Caroline Haberfeld
89845,Caroline Halter
8563,Caroline Hamilton
11019,Caroline Harvey
61498,Caroline Heens
23451,Caroline Hill-Trevor
9326,Caroline Hwang
101462,Caroline Jantz
58428,Caroline Jones-Lawrence
15686,Caroline Kennedy
15164,Caroline Kenneth
15067,Caroline Kettlewell
10067,Caroline Knapp
101753,Caroline Knight
65851,Caroline Laidlaw
79808,Caroline Lassalle
53574,Caroline Latham
47491,Caroline Lawrence
10508,Caroline Leavitt
1655,Caroline Linse
5879,Caroline Liou
33713,Caroline Llewellyn
40987,Caroline Lockhart
57389,Caroline M. Myss
7421,Caroline MacDonald
94170,Caroline Martin
59066,Caroline Marwitz
25097,Caroline McKeldin
64782,Caroline Miller
27574,Caroline Moorehead
7703,Caroline Myss
48926,Caroline Overy
35481,Caroline Paul
82718,Caroline Perry
53083,Caroline Ph.D. Myss
66657,Caroline Plaisted
17458,Caroline Preston
74105,Caroline Repchuk
86802,Caroline Richards
4704,Caroline Roe
56159,Caroline Rose Hunt
10034,Caroline Schrodes
100229,Caroline Scott
47819,Caroline Seebohm
11109,Caroline Sharp
55146,Caroline Shaw
70102,Caroline Shreeve
35006,Caroline Shrodes
15189,Caroline Slate
30731,Caroline Sloat
44800,Caroline Smith
2105,Caroline Spector
85544,Caroline Stafford
28324,Caroline Stevermer
81658,Caroline Stickland
94119,Caroline Stutson
78877,Caroline Sullivan
6254,Caroline Sutton
71383,Caroline Thomas
55864,Caroline Thompson
53827,Caroline Tiger
17179,Caroline Upcher
64863,Caroline W. Casey
86755,Caroline Walker Bynum
62602,Caroline Walsh
43653,Caroline Wheater
89032,Caroline Winthrop
35538,Caroline Woodward
43569,Caroline Young
89730,"Caroline, Ph.D. Silby"
74464,Carolivia Herron
80068,Caroll Michels
91061,Caroll O'Connor
36501,Caroll Spinney
100095,Carolle Jean-Murat
4458,Carolly Erickson
72715,Carolyn  Leontos
73482,Carolyn Agosta
62048,Carolyn Ainscough
64945,Carolyn Ambuter
94086,Carolyn Andrews
40017,Carolyn Ann Meeks
82542,Carolyn Anthony
67821,Carolyn Arends
45782,Carolyn B. Otto
30956,Carolyn Banks
44947,Carolyn Bracken
68930,Carolyn Bransford
82706,Carolyn Burke
50199,Carolyn Cain
81554,Carolyn Campbell
98405,Carolyn Carlyle
89710,Carolyn Cassady
101418,Carolyn Chase
45628,Carolyn Choa
676,Carolyn Chute
52411,Carolyn Clay Oliver
54523,Carolyn Clayton
11957,Carolyn Clowes
15346,Carolyn Coker
9284,Carolyn Coman
39129,Carolyn Cooke
76138,Carolyn Cowan
45262,Carolyn Crabtree
100810,Carolyn Cressy Wells
44972,Carolyn Croll
51541,Carolyn Cushman
93855,"Carolyn D., Md. Runowicz"
5456,Carolyn Davidson
84833,Carolyn Davis
92168,Carolyn Dwyer
51192,Carolyn E Phillips
19683,Carolyn E. Forte
64496,Carolyn F. Logan
27502,Carolyn Feleppa Balducci
72069,Carolyn Ferrell
20010,Carolyn Forche
1571,Carolyn G. Hart
25312,Carolyn G. Heilbrun
27773,Carolyn G. Keene
46570,Carolyn Gage
64631,Carolyn Gerin
70967,Carolyn Godschild Miller
23332,Carolyn Gossage
66936,Carolyn Gratton
8641,Carolyn Greene
41312,Carolyn Haines
68853,Carolyn Harstad
4630,Carolyn Hart
80952,Carolyn Hax
16451,Carolyn Haywood
82469,Carolyn Heath
40265,Carolyn Heidenry
46320,Carolyn Heilbrun
62099,Carolyn Hewes Toft
24006,Carolyn Hougan
53560,Carolyn Howard-Johnson
79565,Carolyn Hubbard
85518,Carolyn Hughes Lynn
80292,Carolyn Humphries
40286,Carolyn I. Gilman
72594,Carolyn J. (Carolyn Janice) Cherryh
35621,Carolyn J. Hursch
29243,Carolyn Jabs
94429,Carolyn Janice Cherryh
32889,Carolyn Janik
90661,Carolyn Jenner
22195,Carolyn Jewel
100703,Carolyn Johnson
43026,Carolyn Jones
55067,Carolyn Kalil
76523,Carolyn Kay Steedman
994,Carolyn Keene
69624,Carolyn Kephart
94007,Carolyn Kisner
80730,Carolyn Kizer
65030,Carolyn L. Mein
23889,Carolyn Lampman
54635,Carolyn Larsen
36980,Carolyn Lee
56499,Carolyn Lesser
30268,Carolyn Lieberg
68757,Carolyn London
62144,Carolyn M. Bartels
37617,Carolyn M. King
32941,Carolyn M. Vella
34168,Carolyn MacLulich
2597,Carolyn Mackler
93295,Carolyn Magner
15394,Carolyn McSparren
7188,Carolyn McVickar Edwards
54640,Carolyn McVicker Edwards
68848,Carolyn Merchant
8969,Carolyn Meyer
24389,Carolyn Miller Carlstroem
75800,Carolyn Morwood
43630,Carolyn Niethammer
44066,Carolyn Nordstrom
22473,Carolyn North
14296,Carolyn Olivier
44103,Carolyn Pape Cowan
87231,Carolyn Papworth
1974,Carolyn Parkhurst
31551,"Carolyn Parnall, Rn Fink"
55848,Carolyn Philips
94610,Carolyn Pitcher
92921,Carolyn Price
74586,Carolyn Quattrocki
28024,Carolyn Reeder
90779,Carolyn Reuben
100264,Carolyn Roberts
33908,Carolyn Roe
83614,Carolyn Rogers
53271,Carolyn Ross
85683,Carolyn S. Kortge
57926,Carolyn S. Murray
49738,Carolyn Schneider
95731,Carolyn Seabaugh
16720,Carolyn Sedgwick
887,Carolyn See
43951,Carolyn Sherwin Bailey
70926,Carolyn Slaughter
100918,Carolyn Sloan
73147,Carolyn Smith
31629,Carolyn Street LaFond
28043,Carolyn Strom Collins
57352,Carolyn T. Chubet
100334,Carolyn Terry
36149,Carolyn Vesser
50656,Carolyn Walz Kramlich
71103,Carolyn Warner
76224,Carolyn Warrender
85798,Carolyn Webster-Stratton
35606,Carolyn Welch Griffin
88701,Carolyn Wesson
1199,Carolyn Wheat
85032,Carolyn White
52182,Carolyn Wilkerson
26172,Carolyn Williford
9488,Carolyn Wyman
31197,Carolyn Zane
54998,"Carolyn and Dixon, Franklin W. Keene"
99116,"Carolyn, Crnp, Jd Buppert"
732,Carolyne Aarsen
54621,Caron Lee Cohen
59153,Caron Loveless
12963,Caron Todd
57314,Caroselli Bocchi Monguidi
48307,Carr
7664,Carr Clifton
55026,Carratello
18113,Carren Strock
41193,Carrie  Muskat
44732,Carrie A. Lyford
54442,Carrie A. Snyder
1131,Carrie Alexander
53823,Carrie Allen McCray
60326,Carrie Asai
98433,Carrie Austen
79493,Carrie Barefoot Dickerson
379,Carrie Bebris
13620,Carrie Brown
94907,Carrie Ching
88680,Carrie Davis
4957,Carrie Fisher
27918,Carrie Hart
63295,Carrie J. Taylor
72548,Carrie L'Esperance
40603,Carrie Latt Wiatt
74208,Carrie Levin
90606,Carrie Lewis
30600,Carrie Lieber
54662,Carrie Lou Goddard
59600,Carrie Masek
67780,Carrie Peterson
23571,Carrie Randall
70270,Carrie Schneider
5174,Carrie Weaver
16085,Carrie Young
3455,Carroll
50968,Carroll                      L
79373,Carroll B. Colby
85936,Carroll Baker
15673,Carroll C. Calkins (Editor)
9434,Carroll Ferguson Hunt
49352,Carroll Hofeling Morris
49354,Carroll Hofeling. Morris
71164,Carroll John
93393,Carroll John Daly
98831,Carroll L.V. Meeks
27885,Carroll Lachnit
8603,Carroll O'connor
42479,Carroll Pickett
100279,Carroll Quigley
83210,Carroll Stoner
55799,Carroll Stuhlmueller
26093,Carson Davidson
49721,Carson Mc Cullers
5528,Carson McCullers
11075,Carson Mccullers
63944,Carson Van Lindt
36077,Carsten Jensen
87984,Carsten Sebastian Henn
33660,Carsten Stroud
86897,Carsten Thomsen
47387,Carter
26024,Carter Alan
12426,Carter Brown
8826,Carter Carmen
88399,Carter Coleman
29252,Carter Dickson
83360,Carter Elliott
19716,Carter G. Woodson
78836,Carter Heyward
88136,Carter Houck
76388,Carter J. Eckert
91190,Carter Ratcliff
86201,Carter Rowell Gilbert
25657,Carter Scholz
32519,Carter Scott
78298,Carter Smith
80773,Carter Travis Young
85822,Carter Wiseman
79279,Cartographia Kft
99240,Carton
43321,Carveath Read
42432,Carvic Heron
30619,Carwyn Williams
61092,Cary Fagan
89621,Cary James
94353,Cary Jordan
20228,Cary L. Cooper
61864,Cary Nelson
10024,Cary O. Yager
34808,Cary Osborne
90327,Cary Schuler Hull
78957,Cary Sneider
86352,Cary Wilkins
87075,Caryer Lee
26667,Caryl Brahms
80941,Caryl Chessman
23520,Caryl Churchill
25869,Caryl Kristensen
18650,Caryl Phillips
68996,Caryl Porter
76535,Caryl Rae Krannich
36349,Caryl Rivers
62362,Caryl Waller Krueger
8947,Caryle Hirshberg
42269,Caryll Houselander
63591,Caryn Boddie
68975,Caryn Cameron
86760,Caryn James
23452,Caryn Jenner
78866,Caryn Mirriam-Goldberg
34786,Caryn Suarez
85128,Cas Clarke
66571,Casas Neus
64691,Case John
38149,Casey  Tefertiller
84413,Casey Clayborne
4557,Casey Claybourne
42699,Casey Douglas
81385,Casey Flynn
48097,Casey Jones
17937,Casey Kait
20061,Casey Kellar
19890,Casey King
28392,Casey Loe
71727,Casey Maddox
8171,Casey Makela
78622,Casey Meyers
24238,Casey Miller
51969,Casey Moreton
56491,Casey Roberts
49177,Casey Stuart
46325,Casey. Miller
25281,Cash Peters
55009,Casona
89544,Caspar W. Weinberger
36447,Casper K. H.
101133,Cass Dalglish
45779,Cass Hollander
90841,Cass Lewis
77777,Cass Pennant
61444,Cass R. Sandak
25253,Cass R. Sunstein
28875,Cassandra Bishop
92960,Cassandra Brooke
83671,Cassandra Collins
69350,Cassandra Colt
19690,Cassandra Danz
40473,Cassandra Eason
41629,Cassandra Garbus
80109,Cassandra Kent
3727,Cassandra King
38795,Cassandra Lorius
38092,Cassandra Powers
14424,Cassandra Pybus
54670,Cassandra Walker Simmons
35524,Cassell
1874,Cassie Edwards
61456,Cassie Kendall
60086,Cassie Kimbrough
9706,Cassie Miles
23093,Cassim Igram
44872,Cassius
82269,Cassnadra Eason
57051,Cassola
14633,Castle
68594,Castle Freeman
37385,Castor
73656,Cat Bauer
63476,Cat Branigan
92648,Cat Summers
39519,Cat Turow Rosenberg
90418,Cataleno
77752,Catalyst Staff
33332,Catapult Inc.
51477,Catcott
95889,Cate Brandt
16980,Cate Holly
7573,Cate Tiernan
97202,Cateora
85587,Caterina Rando
92644,Caterine Summers
64501,Cath Phillips
43520,Cathal O. O'Searcaigh
11928,Cathal Poirteir
3795,Catharina Day
43392,Catharine A. MacKinnon
93967,Catharine Clement
22988,Catharine Hartley
26616,Catharine Maria Sedgwick
42121,Catharine Parr Traill
63005,Catharine R Stimpson
71084,Catharine Slade
67091,Catharine. Reeve
77328,Cathcart
15548,Catherin Lanigan
6328,Catherine Aird
22905,Catherine Allgor
27063,Catherine Alliott
2901,Catherine Anderson
101735,Catherine Andorka
61500,Catherine Anholt
84511,"Catherine Ann, Lake"
98502,Catherine Applegate
9707,Catherine Archer
40152,Catherine Archibald
43344,Catherine Arnold
24212,Catherine Asaro
72295,Catherine Atkins
58890,Catherine Bardey
50090,Catherine Barry
84730,Catherine Belsey
42411,Catherine BensaÃ?Â¯d
47213,Catherine Bigwood
21776,Catherine Blair
54533,Catherine Bradley
19526,Catherine Brady
16617,Catherine Breslin
14211,Catherine Brophy
98596,Catherine Buckaway
80081,Catherine Burgass
20875,Catherine Bush
37484,Catherine C. Clark
92700,Catherine C. Coblentz
61120,Catherine C. Crane
94679,Catherine Calvert
83901,Catherine Carswell
89731,Catherine Cassidy
28934,Catherine Caufield
101986,Catherine Cheremeteff Jones
20888,Catherine Chidgey
64073,Catherine Christian
35284,Catherine Christopher Roberts
4893,Catherine Clark
1292,Catherine Clement
7050,Catherine Clinton
69066,Catherine ClÃ©ment
64742,Catherine Cooke
7740,Catherine Cookson
453,Catherine Coulter
100489,Catherine Cowan
61791,Catherine Creedon
22546,Catherine Creel
53751,Catherine Crook de Camp (Editor)
7562,Catherine Crowe
63051,Catherine Cudicio
18653,Catherine Cusset
50130,Catherine Dain
97737,Catherine Daly
56515,Catherine Daly Weir
8344,Catherine Daly-Weir
38243,Catherine DeVrye
67701,Catherine Dee
50454,Catherine Derevitzky
14979,Catherine Desprats -. Pequignot
17703,Catherine Dexter
43724,Catherine Doherty
37805,Catherine Drinker Bowen
52862,Catherine Duttweiler
29012,Catherine E. Chambers
25049,Catherine E. Hoyser
33988,Catherine E. Landis
75223,Catherine E. Love
68319,Catherine E. McKinley
66744,Catherine E. Rollins
99836,Catherine Edwards Sadler
60362,Catherine Embree Harris
46056,Catherine Failor
58953,Catherine Feeny
29650,Catherine Fisher
78371,Catherine Foley
75017,Catherine Ford
83183,Catherine Fox
7011,Catherine G. Sutton
80829,Catherine Gammon
8412,Catherine Gaskin
77881,Catherine Gavin
8440,Catherine George
74057,Catherine Georoge
1961,Catherine Gildiner
36917,Catherine Gourley
97394,Catherine H. Spence
100091,Catherine Hapka
8633,Catherine Hart
76049,Catherine Healy
35736,Catherine Helen Spence
39080,Catherine Hermary-Vieille
32986,Catherine Hiller
52573,Catherine Hunter
70564,Catherine Hurley
86645,Catherine Ingram
32650,Catherine J. Allen
88633,Catherine J. Duane
73821,Catherine Jackson
16178,Catherine Jenkins
24737,Catherine Jinks
2496,Catherine Jones
29068,Catherine Judd
27315,Catherine Karp
4110,Catherine Kay
33247,Catherine Kenworthy
6220,Catherine Kidwell
78909,Catherine Kohman
67397,Catherine L. Wicklund
77472,Catherine Lampert
2865,Catherine Landis
6977,Catherine Lanigan
45585,Catherine Lazaroff
85829,Catherine Legrand
29681,Catherine Leigh
91949,Catherine Lewis
6556,Catherine Lim
82791,Catherine Linden
19552,Catherine Lippincott
57492,Catherine Liu
32045,Catherine Lukas
6937,Catherine Lyndell
86627,Catherine M. Edmonson
26808,Catherine M. Odell
45752,Catherine M. Rae
55825,Catherine M. Wallace
97899,Catherine MacArthur
60971,Catherine MacLeod
95169,Catherine MacPhail
44295,Catherine Maillard
5853,Catherine Mann
59068,Catherine Mansfield
13502,Catherine Marchant
9428,Catherine Marshall
54012,Catherine Maurice
57622,Catherine Maxwell
21047,Catherine McCafferty
68132,Catherine McDermott
26922,Catherine McGuire
19744,Catherine McMorrow
67031,Catherine McNicol Stock
39194,Catherine Merridale
31488,Catherine Meyer
95628,Catherine Milinaire
3244,Catherine Millet
9703,Catherine Mills
65428,Catherine Moorhouse
78545,Catherine Mulvany
88958,Catherine Musco Garcia-Prats
77174,Catherine O'Neill Grace
100595,Catherine O. Peare
93026,Catherine Orenstein
17735,Catherine Palmer
82344,Catherine Parker Anthony
51316,Catherine Podojil
36170,Catherine Ponder
74177,Catherine Redington
20261,Catherine Reynolds
29788,Catherine Ripley
57122,Catherine Robinson
1687,Catherine Ryan Hyde
56174,Catherine Safonoff
17976,Catherine Salton
51671,Catherine Sampson
88622,Catherine Schuett
47868,Catherine Schwarz
26555,Catherine Sefton
34634,Catherine Sellers
44012,Catherine Shaw
4231,Catherine Simmons Niven
16727,Catherine Slessor
32130,Catherine Snodgrass
41573,Catherine Snodgrass and Bryndis Rubin
20166,Catherine Soanes
31205,Catherine Spangler
4992,Catherine Spencer
73899,Catherine Sterne
46734,Catherine Stock
28103,Catherine Storr
101445,Catherine Summers
88385,Catherine Sutton
41108,Catherine Taylor
30640,Catherine Temma Davidson
44421,Catherine Tennant
53390,Catherine Texier
99128,Catherine Thomas
18618,Catherine Todd
89771,Catherine Turney
9578,Catherine Wells
19031,Catherine Whitney
91866,Catherine Winters
44987,Catherine Woolley
43949,Catherine Wyatt
12558,Catherine de Hueck Doherty
77051,Cathey Pinckney
10129,Cathi Hanauer
42543,Cathie Draine
34851,Cathie Dunsford
70819,Cathie John
9691,Cathie Linz
4316,Cathie Pelletier
33500,Cathleem Schine
22410,Cathleen Clare
82617,Cathleen Connors
15294,Cathleen Galitz
77026,Cathleen Jordan
12902,Cathleen Medwick
12933,Cathleen Rountree
3166,Cathleen Schine
34915,Cathleen Schurr
79217,Catholic Biblical Association
1252,Catholic Church
79226,Catholic Church Pope John Paul II
56766,Cathrin Kahlweit
44050,Cathrine McCafferty
16291,Cathryn Alpert
76625,Cathryn Carroll
32388,Cathryn Clare
58230,Cathryn Cooper
47053,Cathryn Duran
78007,Cathryn Hankla
82850,Cathryn Huntington Chadwick
82389,Cathryn L. Taylor
100046,Cathryn Ladd
27069,Cathryn Michon
101025,Cathy A. Malchiodi
37544,Cathy Abes
83622,Cathy Beylon
75133,Cathy Burnett
42283,Cathy Camper
1122,Cathy Cash Spellman
69989,Cathy Claman
49330,Cathy Coote
94417,Cathy Crimmins
83682,Cathy Duplantis
93322,Cathy E. Dubowski
82843,Cathy Eadt Dubowski
19207,Cathy East Dubowski
31391,Cathy Feldman
29783,Cathy Forsythe
37967,Cathy G. Thacker
77076,Cathy Gadecki
780,Cathy Gillen Thacker
66747,Cathy Gillen Thcker
33921,Cathy Goodwin
2579,Cathy Guisewite
47757,Cathy Hapka
2619,Cathy Hopkins
48685,Cathy Jarman
7004,Cathy Johnson
13213,Cathy Kelly
99871,Cathy Kilpatrick
14439,Cathy Lanigan
41231,Cathy Lechner
40867,Cathy Lee Crosby
92121,Cathy Luchetti
29569,Cathy Marie Hake
40540,Cathy Marks
2455,Cathy Maxwell
52428,Cathy McDavid
86693,Cathy McPhail
21454,Cathy N. Davidson
39026,Cathy Nonas
60376,Cathy Nutbrown
51931,Cathy Pickens
87658,Cathy Rindner Tempelsman
97916,Cathy Scott
63991,Cathy Scott-Clark
5698,Cathy Song
90875,Cathy Spagnoli
9663,Cathy Thacker
49070,Cathy Vasas-Brown
2269,Cathy West
54611,Cathy Wilkinson Barash
15521,Cathy Williams
9281,Cathy Yardley
96939,Cathy Yow
70325,Caton
48119,Catrin Collier
49134,Catriona Flynt
88018,Catriona Kelly
27125,Catriona Tudor Erler
65751,Caty Guzman
44705,Causley
28842,Cavanna
59054,Caxton Aderemi Opere
74244,Caxton C. Foster
40942,Cay Bolin
69543,Cay C. Horstmann
15983,Cay David
99669,Cay Horstmann
6143,Cay Rademacher
19226,Cay S. Horstmann
12483,Cay Van Ash
74248,Cay Weitzman
65552,Cayetano Arroyo
67154,Caza
97368,Cazotte
48003,Cbs News
54546,Ceac
65734,Cecco Angiolieri
14399,Cece Malvey
44317,Cece Winans
8380,Cecelia Ahern
49007,Cecelia Fannon
33078,Cecelia Holland
83659,Cecelia Tishy
46856,Cech
53766,Cecie Starr
8710,Cecil Adams
45408,Cecil B Currey
101281,Cecil Blanche Fitz Gerald Woodham Smith
56972,Cecil Brown
43524,Cecil BÂ²dker
38247,Cecil C. Hoge
85126,Cecil Colwin
36355,Cecil Dawkins
4454,Cecil Foster
58588,Cecil Frances Alexander
35665,Cecil Freeman Beeler
50044,Cecil H. Jensen
84711,Cecil Howard Jensen
69388,Cecil J. Mullins
77519,Cecil J. Sharp
47546,Cecil Kirby
87892,Cecil Kuhne
44312,Cecil Murphey
79056,Cecil Roth
34172,Cecil Scott Forester
43234,Cecil Washington
63670,Cecil Woodham Smith
56584,Cecile Andrews
89149,Cecile Cesari
89097,Cecile De LA Baume
22680,Cecile Lamalle
11753,Cecile Pineda
56814,Cecile Schoberle
74096,Cecile Shapiro
13704,Cecilia Dart-Thornton
49603,Cecilia Dinio-Durkin
70823,Cecilia Inglis
87653,Cecilia Norman
83939,Cecilia R. Telles
12023,Cecilia Tan
46714,Cecilia Tishy
83510,Cecilia Venn
85063,Cecily McMillan
9301,Cecily Von Ziegesar
18525,Cecily von Ziegesar
27491,Cedco
34376,Cedella Marley
11841,Cedric  Read
78381,Cedric A. Mims
50356,Cedric Mims
61922,Cedric Ramadier
93715,Cedric W Tilberg
98175,Cedric Watts
48958,"Cedric, Gale"
38687,Ceel Pasternak
4972,Cees Nooteboom
5340,Ceil Cleveland
14851,Ceil Dyer
28640,Ceisiwr Serith
77904,Celal Ã?Â?zcan
31936,Celan
64796,Celaya
35535,Celeste A. Peters
4779,Celeste Bradley
13225,Celeste De Blasis
8118,Celeste Deblasis
15563,Celeste Hamilton
26019,Celeste O. Norfleet
26435,Celeste Perino Walker
88383,Celeste Walters
39398,Celeste Yarnall
51041,"Celeste, Ph.D. Yarnall"
71228,Celestine O'Ryan
33964,Celestine Sibley
99753,Celia A. Decker
17492,Celia Anita Decker
6878,Celia Barker Lottridge
93633,Celia Bertin
51628,Celia Bland
34120,Celia Brayfield
21,Celia Brooks Brown
81476,Celia Correas Zapatas
56560,Celia Dale
3214,Celia Fremlin
51224,Celia Gittelson
23916,Celia Haddon
48929,Celia King
51762,Celia L. Grace
78122,Celia M Millward
46035,Celia M. Murray Dunn
83987,Celia Pollock
8264,Celia Rees
8355,Celia Rivenbark
98244,Celia Sandys
69172,Celia Scott
59217,Celia Strang
81954,Celia Straus
44342,Celia Thaxter
101759,Celia Toler
31688,Celia Wilkins
101042,Celie Starr
41645,Celine Dion
95134,Celine W. Meador
65735,Celso Emilio Ferreiro
19337,Cem Kaner
39226,Center for Chemical Process Safety for the Amer Inst of Chemical Engin
96902,Center for Civic Education
46957,Central Intelligence Agency
42262,Century Hutchinson
39608,Ceres
63812,Cerridwen Fallingstar
79043,Cervantes
97705,Cesar Caviedes
30981,Cesar Lopez
41688,Cesar Mallorqui
25756,Cesar Vallejo
56892,Cesar Vidal
33778,Cesar Vidal Manzanares
21429,Cesare Battisti
20763,Cesare Beccaria
76299,Cesare Garboli
36892,Cesare Musatti
5138,Cesare Pavese
24104,Cesare Pavess
61845,Cesare Salmaggi
96210,"Cesare, Marchese Di Beccaria"
89431,Cev Abs
72676,Cezar Borkowski
82862,Cezarijia Abartis
76852,Ch'Ae Man-Sik
26550,Ch'Eng-En Wu
77187,Ch. A Chomenides
37501,Chad Blair
92425,Chad Brunner
80191,Chad Calhoun
60359,Chad Carpenter
49426,Chad Connelly
30565,Chad E. Lilly
82127,Chad Foster
95714,Chad Hautmann
36868,Chad Howell
63085,Chad Oliver
96758,Chad Stuart
95172,Chad Taylor
70970,Chad Varah
44787,Chadwick Hansen
23501,Chagdud Tulku
22765,Chaim Grade
579,Chaim Potok
83281,Chaka Khan
40374,Chalker L.
46247,Chalmers Johnson
47541,Chalmers M. Roberts
57862,Champ Clark
68384,Chan S. Park
50904,Chan Tsao
92877,Chancellor Williams
42113,Chandani LokugÃ©
37188,Chandler
73332,Chandler                     Ew
48050,Chandler Burr
26908,Chandler McGrew
7988,Chandler S. Robbins
29072,Chandler W Sterling
34391,Chang
41556,Chang Shiru
2776,Chang-Rae Lee
60492,Channing Hayden
59878,Chanrithy Him
24137,Chantal Coady
42235,Chantal Thomas
49200,Chantelle Bentley
68188,Chantico Publishing Co
49544,Chao-Hsiu Chen
29010,Chaosium
89825,Chap Clark
35852,Chap O'Keefe
46272,Chap Reaver
76947,Chaplain Ray
71317,Chapman
23330,Chapman Pincher
37305,Chapman Sally
36632,Char Loving
36440,Char Margolis
78434,Char Terbeest
88919,Chares Lytas
48360,Chariot Family Publishing
21250,Charis Conn
101872,Charise Mericle Harper
43595,Charity
83708,Charity Blackstock
71563,Charla Cameron
80386,Charla Devereux
52144,Charlain Harris
3979,Charlaine Harris
40908,Charlayne Hunter-Gault
46308,Charlee Jacob
59942,Charleen Cooper Cohen
29697,Charlei W. Shedd
77031,Charlemae Hill Rollins
16402,Charlene Anderson
27546,Charlene Ann Baumbich
61697,Charlene Brown
50317,Charlene C. Giannetti
14065,Charlene Costanzo
25918,Charlene Cross
92093,Charlene Harrington
17935,Charlene LaBelle
97118,Charlene Lutz
32003,Charlene Music
66779,Charlene Raddon
57824,Charlene Rooke
26937,Charlene Sands
71629,Charlene Spretnak
39098,Charlene Weir
44430,Charles
72431,Charles  Higgins
19436,Charles  Kilo
4179,Charles  M. Schulz
82581,Charles  Seiter
73210,Charles A Reich
76956,Charles A. Beard
21481,Charles A. Cerami
33567,Charles A. Crenshaw
74870,Charles A. Eastman
33245,Charles A. Goodrum
61763,Charles A. Hughes
92175,Charles A. Jaffe
8996,Charles A. Lindbergh
92759,Charles A. Lockwood
92317,Charles A. Moose
50854,Charles A. Reich
70851,Charles A. Sennewald
47245,Charles A. Sorrell
63263,Charles A. Ward
39262,Charles A. Wood
12522,"Charles A., Rabbi Kroloff"
101683,Charles Adams
46651,Charles Addams
11991,Charles Alexander Eastman
93448,Charles Allen
42351,Charles Allen Burney
83477,Charles Allen Whitney
28112,Charles Anthony
67991,Charles Ardai
26247,Charles Arnold
96641,Charles Ashdown
48112,Charles Ashton
34410,Charles B Rogers
70584,Charles B. Brown
34240,Charles B. Carlson
101269,Charles B. Child
19689,Charles B. Clayman
65097,Charles B. Dickson
84507,Charles B. Fields
99606,Charles B. Guignon
36420,Charles B. Handy
13668,Charles B. Inlander
70289,Charles B. Puskas
67634,Charles B. Roth
62643,Charles B. Strozier
69874,Charles B. Wang
53806,Charles Bahne
77618,Charles Barber
8253,Charles Barkley
85248,Charles Barnitz
3421,Charles Barry Townsend
66386,Charles Bates
13467,Charles Baudelaire
5355,Charles Baxter
42785,Charles Baxter Clement
101218,Charles Bazerman
28387,Charles Beamer
37017,Charles Beardsley
59945,Charles Beaumont
96802,Charles Beiderman
84330,Charles Bell
52039,Charles Benoit
92142,Charles Bensinger
6097,Charles Berlitz
59169,Charles Bernstein
99010,Charles Bigelow
75815,Charles Birch
61016,Charles Blackmore
58871,Charles Boardman Hawes
77963,Charles Bokowski
12062,Charles Borkhuis
21084,Charles Bosworth
83700,Charles Bowden
91904,Charles Boyce
85653,Charles Bracelen Flood
50790,Charles Bradley Templeton
31402,Charles Brady
97661,Charles Bragg
84309,Charles Brandt
19813,Charles Brenner
58604,Charles Bridges
25008,Charles Brockden Brown
814,Charles Bukowski
25971,Charles Burns
12170,Charles Busch
25308,Charles Butler
42627,Charles C. Adams
32028,Charles C. Alexander
45890,Charles C. Mann
62641,Charles C. Pinter
41699,Charles C. Plummer
81572,Charles C. Poirier
12323,Charles Caldwell Ryrie
41730,Charles Calvert
65266,Charles Campion
48362,Charles Capps
18191,Charles Carillo
39123,Charles Carlut
55572,Charles Carney
27386,Charles Carson
72806,Charles Casey Martin
50217,Charles Casillo
54709,Charles Cassady
7779,Charles Causley
14511,Charles Chaplin
46329,Charles Chesnutt
51576,Charles Chic Thompson
29749,Charles Clerc
80870,Charles Clough
84032,Charles Coe
39102,Charles Coker
70788,Charles Collins
29842,Charles Colson
22627,Charles Cook
53321,Charles Coyote
60423,Charles Craighead
47452,Charles Crawford
88146,Charles Crittenden
61812,Charles Cronin
29418,Charles Cross
10661,Charles Curtis
67115,Charles D'Ambrosio
28693,Charles D. Drew
9035,Charles D. Hayes
54726,Charles D. Ross
64931,Charles D. Smith
29885,Charles D. Taylor
55552,Charles D. Wilford
